AthleteName,Level,CompYear,MeetName,MeetDate,Event,StartValue,Score,Place
Kara Wong,XD,2025,Regionals,2025-05-18,Vault,,9.05,5
Kara Wong,XD,2025,Regionals,2025-05-18,Bars,,9.5,2
Kara Wong,XD,2025,Regionals,2025-05-18,Beam,,8.1,
Kara Wong,XD,2025,Regionals,2025-05-18,Floor,,9.475,7
Kara Wong,XD,2025,Regionals,2025-05-18,All Around,,36.125,
